Index,Consistency,Taxa,Latitude,Obstype
978,1,Phytoplankton,Temperate,Abundance
979,1,Phytoplankton,Temperate,Abundance
980,1,Phytoplankton,Temperate,Abundance
981,1,Phytoplankton,Temperate,Phenology
985,0,Phytoplankton,Temperate,Distribution
986,0,Phytoplankton,Temperate,Distribution
987,0,Phytoplankton,Temperate,Distribution
988,1,Bony fish,Temperate,Abundance
989,1,Bony fish,Temperate,Abundance
990,1,Bony fish,Temperate,Abundance
991,1,Zooplankton,Temperate,Abundance
992,1,Seabirds,Subtropical,Distribution
995,0,Seabirds,Subtropical,Distribution
996,1,Seabirds,Temperate,Distribution
998,1,Seabirds,Temperate,Abundance
999,1,Seabirds,Temperate,Abundance
1000,1,Seabirds,Subtropical,Abundance
1002,1,Seabirds,Temperate,Abundance
1003,1,Seabirds,Temperate,Abundance
1009,1,Seabirds,Subtropical,Abundance
1010,1,Bony fish,Temperate,Abundance
1011,1,Benthic crustacea,Temperate,Abundance
1012,1,Phytoplankton,Temperate,Distribution
1013,1,Phytoplankton,Temperate,Abundance
1014,1,Phytoplankton,Temperate,Abundance
1020,1,Zooplankton,Tropical,Calcification
1021,1,Phytoplankton,Temperate,Calcification
1022,1,Phytoplankton,Temperate,Calcification
1023,1,Phytoplankton,Temperate,Calcification
1024,1,Benthic crustacea,Subtropical,Abundance
1025,1,Benthic crustacea,Subtropical,Abundance
1026,1,Benthic crustacea,Subtropical,Distribution
1027,1,Benthic crustacea,Subtropical,Distribution
1028,1,Phytoplankton,Temperate,Distribution
1029,1,Zooplankton,Subtropical,Abundance
1030,1,Zooplankton,Subtropical,Abundance
1031,1,Benthic molluscs,Temperate,Abundance
1032,1,Zooplankton,Temperate,Community change
1033,1,Phytoplankton,Temperate,Phenology
1034,1,Phytoplankton,Temperate,Phenology
1035,0,Phytoplankton,Temperate,Abundance
1036,0,Phytoplankton,Temperate,Phenology
1037,1,Phytoplankton,Temperate,Distribution
1038,1,Zooplankton,Temperate,Community change
1039,1,Phytoplankton,Temperate,Abundance
1040,1,Bony fish,Temperate,Abundance
1041,1,Bony fish,Temperate,Abundance
1042,1,Bony fish,Temperate,Abundance
1043,1,Bony fish,Temperate,Abundance
1044,1,Zooplankton,Temperate,Distribution
1045,1,Zooplankton,Temperate,Distribution
1046,1,Zooplankton,Temperate,Distribution
1047,1,Zooplankton,Temperate,Distribution
1048,1,Zooplankton,Temperate,Distribution
1049,1,Zooplankton,Temperate,Distribution
1050,1,Zooplankton,Temperate,Distribution
1051,1,Zooplankton,Temperate,Distribution
1052,1,Zooplankton,Temperate,Distribution
1053,1,Bony fish,Temperate,Abundance
1054,1,Zooplankton,Temperate,Abundance
1055,1,Zooplankton,Temperate,Abundance
1056,1,Zooplankton,Temperate,Demography
1057,1,Zooplankton,Temperate,Abundance
1058,1,Zooplankton,Temperate,Abundance
1059,1,Zooplankton,Temperate,Abundance
1060,1,Zooplankton,Temperate,Abundance
1061,1,Larval bony fish,Subtropical,Distribution
1062,1,Larval bony fish,Subtropical,Distribution
1063,1,Larval bony fish,Subtropical,Distribution
1064,1,Larval bony fish,Subtropical,Distribution
1065,1,Larval bony fish,Subtropical,Distribution
1066,1,Larval bony fish,Subtropical,Distribution
1067,1,Larval bony fish,Subtropical,Distribution
1068,1,Larval bony fish,Subtropical,Distribution
1069,1,Larval bony fish,Subtropical,Distribution
1070,1,Larval bony fish,Subtropical,Distribution
1071,1,Larval bony fish,Subtropical,Distribution
1072,1,Larval bony fish,Subtropical,Distribution
1073,1,Larval bony fish,Subtropical,Distribution
1074,1,Larval bony fish,Subtropical,Distribution
1075,1,Larval bony fish,Subtropical,Distribution
1076,1,Larval bony fish,Subtropical,Distribution
1077,1,Larval bony fish,Subtropical,Distribution
1078,1,Larval bony fish,Subtropical,Distribution
1079,1,Larval bony fish,Subtropical,Distribution
1080,1,Larval bony fish,Subtropical,Distribution
1081,1,Larval bony fish,Subtropical,Distribution
1082,1,Larval bony fish,Subtropical,Distribution
1085,0,Larval bony fish,Subtropical,Distribution
1086,0,Larval bony fish,Subtropical,Distribution
1087,0,Larval bony fish,Subtropical,Distribution
1088,0,Larval bony fish,Subtropical,Distribution
1089,0,Larval bony fish,Subtropical,Distribution
1090,1,Larval bony fish,Subtropical,Abundance
1091,1,Larval bony fish,Subtropical,Abundance
1092,1,Larval bony fish,Subtropical,Abundance
1093,1,Larval bony fish,Subtropical,Abundance
1094,1,Larval bony fish,Subtropical,Abundance
1095,1,Larval bony fish,Subtropical,Abundance
1096,1,Larval bony fish,Subtropical,Abundance
1097,1,Larval bony fish,Subtropical,Abundance
1098,1,Larval bony fish,Subtropical,Abundance
1099,1,Larval bony fish,Subtropical,Abundance
1100,1,Larval bony fish,Subtropical,Abundance
1101,1,Larval bony fish,Subtropical,Abundance
1102,1,Larval bony fish,Subtropical,Abundance
1103,1,Larval bony fish,Subtropical,Abundance
1104,1,Larval bony fish,Subtropical,Abundance
1105,1,Larval bony fish,Subtropical,Abundance
1106,1,Larval bony fish,Subtropical,Abundance
1107,1,Larval bony fish,Subtropical,Abundance
1108,1,Larval bony fish,Subtropical,Abundance
1109,1,Larval bony fish,Subtropical,Abundance
1110,1,Larval bony fish,Subtropical,Abundance
1111,1,Larval bony fish,Subtropical,Abundance
1112,1,Larval bony fish,Subtropical,Abundance
1113,1,Larval bony fish,Subtropical,Abundance
1114,1,Larval bony fish,Subtropical,Abundance
1115,0,Larval bony fish,Subtropical,Abundance
1116,0,Larval bony fish,Subtropical,Abundance
1117,0,Larval bony fish,Subtropical,Abundance
1118,0,Larval bony fish,Subtropical,Abundance
1119,0,Larval bony fish,Subtropical,Abundance
1120,0,Larval bony fish,Subtropical,Abundance
1121,0,Larval bony fish,Subtropical,Abundance
1122,0,Larval bony fish,Subtropical,Abundance
1123,0,Larval bony fish,Subtropical,Abundance
1124,0,Larval bony fish,Subtropical,Abundance
1125,0,Larval bony fish,Subtropical,Abundance
1126,0,Larval bony fish,Subtropical,Abundance
1127,0,Larval bony fish,Subtropical,Abundance
1128,0,Larval bony fish,Subtropical,Abundance
1129,0,Larval bony fish,Subtropical,Abundance
1130,0,Larval bony fish,Subtropical,Abundance
1131,0,Larval bony fish,Subtropical,Abundance
1132,0,Larval bony fish,Subtropical,Abundance
1133,0,Larval bony fish,Subtropical,Abundance
1134,0,Larval bony fish,Subtropical,Abundance
1135,0,Larval bony fish,Subtropical,Abundance
1136,0,Larval bony fish,Subtropical,Abundance
1137,0,Larval bony fish,Subtropical,Abundance
1138,0,Larval bony fish,Subtropical,Abundance
1139,1,Bony fish,Temperate,Abundance
1140,1,Zooplankton,Temperate,Abundance
1141,1,Benthic cnidarians,Subtropical,Distribution
1142,1,Benthic cnidarians,Subtropical,Distribution
1143,1,Benthic cnidarians,Subtropical,Distribution
1144,1,Benthic cnidarians,Subtropical,Distribution
1145,1,Benthic cnidarians,Subtropical,Distribution
1146,1,Benthic cnidarians,Subtropical,Distribution
1147,1,Benthic cnidarians,Subtropical,Distribution
1159,1,Non-bony fish,Temperate,Distribution
1160,1,Non-bony fish,Temperate,Distribution
1161,1,Bony fish,Temperate,Distribution
1162,1,Bony fish,Temperate,Distribution
1163,1,Bony fish,Temperate,Distribution
1164,1,Bony fish,Temperate,Distribution
1165,1,Bony fish,Temperate,Distribution
1166,1,Bony fish,Temperate,Distribution
1167,1,Bony fish,Temperate,Distribution
1168,1,Bony fish,Temperate,Distribution
1169,1,Bony fish,Temperate,Distribution
1170,1,Bony fish,Temperate,Distribution
1171,1,Bony fish,Temperate,Distribution
1172,1,Bony fish,Temperate,Distribution
1173,1,Bony fish,Temperate,Distribution
1174,1,Bony fish,Temperate,Distribution
1175,1,Bony fish,Temperate,Distribution
1176,1,Bony fish,Temperate,Distribution
1177,1,Bony fish,Temperate,Distribution
1178,1,Bony fish,Temperate,Distribution
1179,1,Bony fish,Temperate,Distribution
1180,1,Bony fish,Temperate,Distribution
1181,1,Bony fish,Temperate,Distribution
1182,1,Non-bony fish,Temperate,Abundance
1183,1,Non-bony fish,Temperate,Abundance
1184,1,Bony fish,Temperate,Abundance
1185,1,Bony fish,Temperate,Abundance
1186,1,Bony fish,Temperate,Abundance
1187,1,Bony fish,Temperate,Abundance
1188,1,Bony fish,Temperate,Abundance
1189,1,Bony fish,Temperate,Abundance
1190,1,Bony fish,Temperate,Abundance
1191,1,Bony fish,Temperate,Abundance
1192,1,Bony fish,Temperate,Abundance
1193,1,Bony fish,Temperate,Abundance
1194,1,Bony fish,Temperate,Abundance
1195,1,Bony fish,Temperate,Abundance
1196,1,Bony fish,Temperate,Abundance
1197,1,Bony fish,Temperate,Abundance
1198,1,Bony fish,Temperate,Abundance
1199,1,Bony fish,Temperate,Abundance
1200,1,Bony fish,Temperate,Abundance
1201,1,Bony fish,Temperate,Abundance
1202,1,Bony fish,Temperate,Abundance
1203,1,Non-bony fish,Temperate,Abundance
1204,1,Non-bony fish,Temperate,Abundance
1205,1,Non-bony fish,Temperate,Abundance
1206,1,Bony fish,Temperate,Abundance
1207,1,Bony fish,Temperate,Abundance
1208,1,Bony fish,Temperate,Abundance
1209,1,Bony fish,Temperate,Abundance
1210,1,Bony fish,Temperate,Abundance
1211,1,Bony fish,Temperate,Abundance
1212,1,Bony fish,Temperate,Abundance
1213,1,Bony fish,Temperate,Abundance
1214,1,Bony fish,Temperate,Abundance
1263,1,Seabirds,Temperate,Demography
1264,1,Seabirds,Temperate,Phenology
1265,1,Bony fish,Polar,Abundance
1266,1,Bony fish,Temperate,Abundance
1267,1,Bony fish,Temperate,Abundance
1268,1,Bony fish,Temperate,Abundance
1269,1,Bony fish,Temperate,Abundance
1270,1,Bony fish,Temperate,Abundance
1271,1,Bony fish,Temperate,Abundance
1272,1,Bony fish,Temperate,Abundance
1273,1,Bony fish,Temperate,Abundance
1274,1,Bony fish,Temperate,Abundance
1275,1,Bony fish,Polar,Abundance
1276,1,Bony fish,Temperate,Abundance
1277,1,Bony fish,Temperate,Abundance
1278,1,Bony fish,Temperate,Abundance
1279,1,Bony fish,Polar,Abundance
1280,1,Bony fish,Temperate,Abundance
1281,1,Bony fish,Temperate,Abundance
1282,1,Bony fish,Temperate,Abundance
1283,1,Bony fish,Temperate,Abundance
1284,1,Bony fish,Temperate,Abundance
1285,1,Bony fish,Temperate,Abundance
1286,1,Bony fish,Temperate,Abundance
1287,1,Bony fish,Temperate,Abundance
1288,1,Bony fish,Temperate,Abundance
1289,1,Bony fish,Temperate,Abundance
1290,1,Bony fish,Temperate,Abundance
1291,1,Bony fish,Temperate,Abundance
1292,1,Bony fish,Polar,Abundance
1293,1,Bony fish,Temperate,Abundance
1294,1,Bony fish,Temperate,Abundance
1295,1,Bony fish,Temperate,Abundance
1296,1,Bony fish,Temperate,Abundance
1297,1,Bony fish,Temperate,Abundance
1299,0,Bony fish,Temperate,Abundance
1300,0,Bony fish,Temperate,Abundance
1301,0,Bony fish,Temperate,Abundance
1302,0,Bony fish,Temperate,Abundance
1303,0,Bony fish,Temperate,Abundance
1310,1,Phytoplankton,Subtropical,Distribution
1311,1,Seabirds,Temperate,Phenology
1312,0,Seabirds,Temperate,Phenology
1313,0,Seabirds,Temperate,Phenology
1314,0,Seabirds,Temperate,Phenology
1315,1,Benthic cnidarians,Tropical,Calcification
1316,1,Larval bony fish,Subtropical,Abundance
1317,1,Larval bony fish,Subtropical,Abundance
1318,1,Larval bony fish,Subtropical,Abundance
1319,1,Larval bony fish,Subtropical,Abundance
1320,1,Larval bony fish,Subtropical,Abundance
1321,1,Larval bony fish,Subtropical,Abundance
1322,1,Larval bony fish,Subtropical,Abundance
1323,1,Larval bony fish,Subtropical,Abundance
1324,1,Larval bony fish,Subtropical,Abundance
1325,1,Larval bony fish,Subtropical,Abundance
1326,1,Larval bony fish,Subtropical,Abundance
1327,1,Larval bony fish,Subtropical,Abundance
1328,1,Larval bony fish,Subtropical,Abundance
1329,1,Larval bony fish,Subtropical,Abundance
1330,1,Larval bony fish,Subtropical,Abundance
1331,1,Larval bony fish,Subtropical,Abundance
1332,1,Larval bony fish,Subtropical,Distribution
1333,1,Larval bony fish,Subtropical,Distribution
1334,1,Larval bony fish,Subtropical,Distribution
1335,1,Larval bony fish,Subtropical,Distribution
1336,1,Larval bony fish,Subtropical,Distribution
1337,1,Larval bony fish,Subtropical,Distribution
1338,1,Larval bony fish,Subtropical,Distribution
1339,1,Larval bony fish,Subtropical,Distribution
1340,1,Larval bony fish,Subtropical,Distribution
1341,1,Larval bony fish,Subtropical,Distribution
1342,1,Larval bony fish,Subtropical,Distribution
1343,1,Larval bony fish,Subtropical,Distribution
1344,1,Larval bony fish,Subtropical,Distribution
1345,1,Larval bony fish,Subtropical,Distribution
1346,1,Larval bony fish,Subtropical,Distribution
1347,1,Larval bony fish,Subtropical,Distribution
1348,1,Larval bony fish,Subtropical,Distribution
1349,1,Larval bony fish,Subtropical,Distribution
1350,1,Larval bony fish,Subtropical,Distribution
1351,1,Larval bony fish,Subtropical,Distribution
1352,1,Larval bony fish,Subtropical,Distribution
1353,1,Larval bony fish,Subtropical,Distribution
1354,1,Larval bony fish,Subtropical,Distribution
1355,1,Larval bony fish,Subtropical,Distribution
1356,1,Larval bony fish,Subtropical,Distribution
1357,1,Larval bony fish,Subtropical,Distribution
1361,1,Larval bony fish,Subtropical,Distribution
1362,1,Larval bony fish,Subtropical,Distribution
1363,1,Larval bony fish,Subtropical,Distribution
1366,0,Larval bony fish,Subtropical,Abundance
1367,0,Larval bony fish,Subtropical,Abundance
1368,0,Larval bony fish,Subtropical,Abundance
1369,0,Larval bony fish,Subtropical,Abundance
1370,0,Larval bony fish,Subtropical,Abundance
1371,0,Larval bony fish,Subtropical,Abundance
1372,0,Larval bony fish,Subtropical,Abundance
1373,0,Larval bony fish,Subtropical,Abundance
1374,0,Larval bony fish,Subtropical,Abundance
1375,0,Larval bony fish,Subtropical,Abundance
1376,0,Larval bony fish,Subtropical,Abundance
1377,0,Larval bony fish,Subtropical,Abundance
1378,1,Zooplankton,Temperate,Community change
1379,1,Zooplankton,Temperate,Abundance
1380,1,Zooplankton,Temperate,Abundance
1401,1,Benthic molluscs,Temperate,Distribution
1402,1,Benthic molluscs,Subtropical,Abundance
1403,1,Benthic molluscs,Subtropical,Abundance
1405,1,Seabirds,Temperate,Distribution
1406,1,Seabirds,Temperate,Demography
1407,1,Benthic cnidarians,Tropical,Calcification
1408,1,Benthic cnidarians,Tropical,Calcification
1409,1,Benthic cnidarians,Tropical,Calcification
1410,0,Benthic cnidarians,Tropical,Calcification
1411,1,Benthic cnidarians,Tropical,Calcification
1412,1,Bony fish,Temperate,Abundance
1413,1,Bony fish,Temperate,Abundance
1414,1,Bony fish,Temperate,Abundance
1415,1,Bony fish,Temperate,Abundance
1416,1,Bony fish,Temperate,Abundance
1417,1,Bony fish,Temperate,Abundance
1420,1,Larval bony fish,Temperate,Abundance
1421,1,Zooplankton,Temperate,Abundance
1422,1,Zooplankton,Temperate,Abundance
1423,1,Bony fish,Temperate,Abundance
1425,1,Phytoplankton,Temperate,Abundance
1426,1,Phytoplankton,Temperate,Abundance
1427,1,Benthic algae,Temperate,Demography
1428,1,Bony fish,Temperate,Abundance
1429,1,Bony fish,Temperate,Abundance
1430,1,Bony fish,Temperate,Abundance
1431,1,Bony fish,Temperate,Abundance
1432,1,Zooplankton,Temperate,Abundance
1433,1,Zooplankton,Temperate,Abundance
1434,1,Zooplankton,Temperate,Abundance
1435,1,Zooplankton,Temperate,Abundance
1436,1,Zooplankton,Temperate,Abundance
1437,1,Zooplankton,Temperate,Abundance
1438,1,Zooplankton,Temperate,Abundance
1439,1,Zooplankton,Temperate,Community change
1440,1,Phytoplankton,Temperate,Abundance
1442,0,Bony fish,Temperate,Distribution
1443,0,Bony fish,Temperate,Distribution
1444,0,Bony fish,Temperate,Distribution
1445,0,Benthic crustacea,Temperate,Distribution
1446,0,Benthic crustacea,Temperate,Distribution
1447,0,Benthic crustacea,Temperate,Distribution
1448,0,Bony fish,Temperate,Distribution
1449,0,Bony fish,Temperate,Distribution
1450,0,Benthic crustacea,Temperate,Distribution
1451,0,Benthic crustacea,Temperate,Distribution
1452,1,Bony fish,Temperate,Distribution
1458,1,Bony fish,Temperate,Distribution
1459,1,Bony fish,Temperate,Distribution
1460,1,Bony fish,Temperate,Distribution
1461,1,Benthic crustacea,Temperate,Distribution
1462,1,Benthic crustacea,Temperate,Distribution
1463,1,Bony fish,Temperate,Distribution
1464,1,Bony fish,Temperate,Distribution
1465,1,Bony fish,Temperate,Distribution
1466,1,Benthic crustacea,Temperate,Distribution
1467,1,Bony fish,Temperate,Distribution
1468,1,Bony fish,Temperate,Distribution
1469,1,Bony fish,Temperate,Distribution
1470,1,Bony fish,Temperate,Distribution
1471,1,Bony fish,Temperate,Distribution
1472,1,Bony fish,Temperate,Distribution
1473,1,Bony fish,Temperate,Distribution
1474,1,Benthic crustacea,Temperate,Distribution
1475,1,Bony fish,Temperate,Distribution
1476,1,Bony fish,Temperate,Distribution
1477,1,Bony fish,Temperate,Distribution
1478,1,Bony fish,Temperate,Distribution
1479,1,Bony fish,Temperate,Distribution
1480,1,Benthic crustacea,Temperate,Distribution
1481,1,Bony fish,Temperate,Distribution
1482,1,Bony fish,Temperate,Distribution
1483,1,Bony fish,Temperate,Distribution
1484,1,Benthic crustacea,Temperate,Distribution
1485,1,Non-bony fish,Temperate,Distribution
1486,1,Bony fish,Temperate,Distribution
1487,1,Bony fish,Temperate,Distribution
1488,1,Bony fish,Temperate,Distribution
1489,0,Bony fish,Temperate,Abundance
1490,1,Bony fish,Temperate,Abundance
1491,1,Bony fish,Temperate,Community change
1492,1,Benthic crustacea,Temperate,Abundance
1493,1,Bony fish,Temperate,Distribution
1494,1,Bony fish,Temperate,Distribution
1495,1,Bony fish,Temperate,Distribution
1496,1,Bony fish,Temperate,Distribution
1500,1,Benthic molluscs,Subtropical,Distribution
1504,1,Benthic molluscs,Subtropical,Distribution
1505,1,Benthic molluscs,Subtropical,Distribution
1507,0,Benthic molluscs,Subtropical,Distribution
1508,0,Benthic molluscs,Subtropical,Distribution
1509,0,Benthic molluscs,Subtropical,Distribution
1511,0,Benthic molluscs,Subtropical,Distribution
1512,1,Benthic molluscs,Subtropical,Distribution
1518,1,Benthic crustacea,Subtropical,Distribution
1520,1,Benthic crustacea,Subtropical,Distribution
1521,1,Benthic crustacea,Subtropical,Distribution
1530,1,Benthic crustacea,Temperate,Distribution
1536,1,Benthic molluscs,Temperate,Distribution
1540,1,Benthic algae,Subtropical,Distribution
1541,1,Benthic algae,Subtropical,Distribution
1542,1,Benthic algae,Subtropical,Distribution
1543,1,Benthic algae,Subtropical,Distribution
1544,1,Benthic algae,Subtropical,Distribution
1545,1,Benthic algae,Subtropical,Distribution
1546,1,Benthic algae,Subtropical,Distribution
1547,1,Benthic algae,Subtropical,Distribution
1548,0,Benthic algae,Subtropical,Distribution
1549,0,Benthic algae,Subtropical,Distribution
1550,0,Benthic algae,Subtropical,Distribution
1551,0,Benthic algae,Subtropical,Distribution
1552,0,Benthic algae,Subtropical,Distribution
1553,0,Benthic algae,Subtropical,Distribution
1554,0,Benthic algae,Subtropical,Distribution
1555,1,Benthic algae,Subtropical,Distribution
1556,1,Benthic algae,Subtropical,Distribution
1557,1,Benthic algae,Subtropical,Distribution
1558,1,Benthic algae,Subtropical,Distribution
1559,1,Benthic algae,Subtropical,Distribution
1560,1,Benthic algae,Subtropical,Distribution
1561,1,Benthic algae,Subtropical,Distribution
1562,1,Benthic algae,Subtropical,Distribution
1563,1,Benthic algae,Subtropical,Distribution
1564,1,Benthic algae,Subtropical,Distribution
1565,1,Benthic algae,Subtropical,Distribution
1566,1,Benthic algae,Subtropical,Distribution
1567,1,Benthic algae,Subtropical,Distribution
1568,1,Benthic algae,Subtropical,Distribution
1569,1,Benthic algae,Subtropical,Distribution
1570,1,Benthic algae,Subtropical,Distribution
1571,1,Benthic algae,Subtropical,Distribution
1573,0,Benthic algae,Subtropical,Distribution
1574,0,Benthic algae,Subtropical,Distribution
1575,0,Benthic algae,Subtropical,Distribution
1576,0,Benthic algae,Subtropical,Distribution
1577,0,Benthic algae,Subtropical,Distribution
1578,0,Benthic algae,Subtropical,Distribution
1579,0,Benthic algae,Subtropical,Distribution
1580,0,Benthic algae,Subtropical,Distribution
1581,0,Benthic algae,Subtropical,Distribution
1582,0,Benthic algae,Subtropical,Distribution
1583,0,Benthic algae,Subtropical,Distribution
1584,0,Benthic algae,Subtropical,Distribution
1585,1,Benthic algae,Subtropical,Distribution
1586,1,Benthic algae,Subtropical,Distribution
1587,1,Benthic algae,Subtropical,Distribution
1588,0,Benthic algae,Subtropical,Distribution
1589,1,Benthic algae,Subtropical,Distribution
1590,1,Benthic algae,Subtropical,Distribution
1591,1,Benthic algae,Subtropical,Distribution
1592,1,Bony fish,Temperate,Distribution
1593,1,Bony fish,Temperate,Distribution
1594,1,Benthic cnidarians,Tropical,Calcification
1595,1,Benthic cnidarians,Tropical,Calcification
1596,1,Benthic cnidarians,Tropical,Calcification
1597,1,Benthic cnidarians,Tropical,Calcification
1598,1,Benthic cnidarians,Tropical,Calcification
1599,1,Benthic cnidarians,Tropical,Calcification
1600,1,Benthic cnidarians,Tropical,Calcification
1601,1,Benthic cnidarians,Tropical,Calcification
1603,1,Benthic cnidarians,Tropical,Demography
1604,1,Benthic cnidarians,Tropical,Demography
1605,1,Benthic cnidarians,Tropical,Demography
1612,1,Bony fish,Subtropical,Demography
1613,1,Bony fish,Temperate,Demography
1614,1,Bony fish,Temperate,Demography
1615,1,Bony fish,Temperate,Demography
1616,1,Bony fish,Subtropical,Demography
1618,0,Bony fish,Subtropical,Abundance
1619,0,Bony fish,Subtropical,Abundance
1620,0,Bony fish,Subtropical,Abundance
1621,1,Bony fish,Subtropical,Abundance
1622,1,Bony fish,Subtropical,Abundance
1623,1,Bony fish,Subtropical,Abundance
1624,1,Bony fish,Subtropical,Abundance
1625,1,Bony fish,Subtropical,Abundance
1626,1,Bony fish,Subtropical,Abundance
1627,1,Bony fish,Subtropical,Abundance
1628,1,Bony fish,Subtropical,Abundance
1629,1,Bony fish,Subtropical,Abundance
1630,1,Bony fish,Subtropical,Abundance
1631,1,Bony fish,Subtropical,Community change
1632,1,Bony fish,Subtropical,Community change
1633,1,Bony fish,Subtropical,Abundance
1634,0,Bony fish,Subtropical,Abundance
1635,0,Bony fish,Subtropical,Abundance
1640,1,Bony fish,Temperate,Distribution
1641,1,Benthic crustacea,Temperate,Abundance
1645,1,Seabirds,Temperate,Abundance
1646,1,Seabirds,Temperate,Abundance
1647,1,Seabirds,Temperate,Abundance
1648,1,Seabirds,Temperate,Abundance
1649,1,Seabirds,Temperate,Abundance
1650,1,Seabirds,Temperate,Demography
1651,1,Seabirds,Temperate,Demography
1652,1,Seabirds,Temperate,Demography
1653,1,Seabirds,Temperate,Demography
1654,1,Seabirds,Temperate,Demography
1655,0,Seabirds,Temperate,Abundance
1656,0,Seabirds,Temperate,Demography
1657,1,Zooplankton,Temperate,Phenology
1658,1,Zooplankton,Temperate,Phenology
1659,1,Zooplankton,Temperate,Phenology
1660,1,Zooplankton,Temperate,Phenology
1661,1,Zooplankton,Temperate,Phenology
1662,1,Zooplankton,Temperate,Phenology
1663,1,Zooplankton,Temperate,Phenology
1664,1,Zooplankton,Temperate,Phenology
1665,1,Zooplankton,Temperate,Phenology
1666,1,Zooplankton,Temperate,Phenology
1667,1,Zooplankton,Temperate,Phenology
1668,1,Zooplankton,Temperate,Phenology
1669,1,Larval bony fish,Temperate,Phenology
1670,1,Zooplankton,Temperate,Phenology
1671,1,Zooplankton,Temperate,Phenology
1672,1,Zooplankton,Temperate,Phenology
1673,1,Zooplankton,Temperate,Phenology
1674,1,Zooplankton,Temperate,Phenology
1675,1,Larval bony fish,Temperate,Phenology
1676,1,Phytoplankton,Temperate,Phenology
1677,1,Zooplankton,Temperate,Phenology
1678,1,Zooplankton,Temperate,Phenology
1679,1,Zooplankton,Temperate,Phenology
1680,1,Zooplankton,Temperate,Phenology
1681,1,Zooplankton,Temperate,Phenology
1682,1,Zooplankton,Temperate,Phenology
1683,1,Larval bony fish,Temperate,Phenology
1684,0,Zooplankton,Temperate,Phenology
1685,0,Zooplankton,Temperate,Phenology
1686,0,Zooplankton,Temperate,Phenology
1687,0,Zooplankton,Temperate,Phenology
1688,0,Zooplankton,Temperate,Phenology
1689,0,Zooplankton,Temperate,Phenology
1700,1,Seabirds,Subtropical,Phenology
1701,0,Seabirds,Subtropical,Phenology
